CodeId,CODE1,CODE2,freq_finngen,freq_finngen_per
NA,N951,N951,221,0.0012727%
NA,N952,N952,31,0.0001785%
NA,N96,N96,34,0.0001958%
NA,N97,N97,101,0.0005817%
NA,N970,N970,256,0.0014743%
NA,N971,N971,298,0.0017162%
NA,N972,N972,15,0.0000864%
NA,N974,N974,412,0.0023727%
NA,N978,N978,151,0.0008696%
NA,N979,N979,1652,0.0095139%
NA,N981,N981,40,0.0002304%
NA,N991,N991,27,0.0001555%
NA,N993,N993,18,0.0001037%
NA,N994,N994,13,0.0000749%
NA,O000,O000,11,0.0000633%
NA,O001,O001,171,0.0009848%
NA,O009,O009,66,0.0003801%
NA,O011,O011,17,0.0000979%
NA,O020,O020,268,0.0015434%
NA,O021,O021,357,0.0020560%
NA,O029,O029,10,0.0000576%
NA,O03,O03,17,0.0000979%
NA,O030,O030,38,0.0002188%
NA,O031,O031,61,0.0003513%
NA,O034,O034,60,0.0003455%
NA,O036,O036,14,0.0000806%
NA,O039,O039,247,0.0014225%
NA,O04,O04,9,0.0000518%
NA,O040,O040,15,0.0000864%
NA,O041,O041,18,0.0001037%
NA,O049,O049,629,0.0036224%
NA,O061,O061,18,0.0001037%
NA,O080,O080,9,0.0000518%
NA,O100,O100,329,0.0018947%
NA,O120,O120,13,0.0000749%
NA,O121,O121,50,0.0002880%
NA,O13,O13,344,0.0019811%
NA,O14,O14,12,0.0000691%
NA,O140,O140,90,0.0005183%
NA,O141,O141,10,0.0000576%
NA,O149,O149,16,0.0000921%
NA,O16,O16,33,0.0001900%
NA,O20,O20,7,0.0000403%
NA,O200,O200,380,0.0021884%
NA,O208,O208,21,0.0001209%
NA,O209,O209,106,0.0006105%
NA,O210,O210,47,0.0002707%
NA,O211,O211,21,0.0001209%
NA,O219,O219,12,0.0000691%
NA,O223,O223,21,0.0001209%
NA,O231,O231,9,0.0000518%
NA,O234,O234,6,0.0000346%
NA,O240,O240,628,0.0036167%
NA,O241,O241,30,0.0001728%
NA,O244,O244,1127,0.0064904%
NA,O249,O249,83,0.0004780%
NA,O266,O266,139,0.0008005%
NA,O267,O267,50,0.0002880%
NA,O268,O268,14,0.0000806%
NA,O268,NA,73,0.0004204%
NA,O2688,O2688,18,0.0001037%
NA,O269,O269,22,0.0001267%
NA,O281,O281,56,0.0003225%
NA,O283,O283,9,0.0000518%
NA,O288,O288,10,0.0000576%
NA,O300,O300,683,0.0039334%
NA,O320,O320,22,0.0001267%
NA,O321,O321,318,0.0018314%
NA,O322,O322,16,0.0000921%
NA,O332,O332,15,0.0000864%
NA,O333,O333,15,0.0000864%
NA,O335,O335,7,0.0000403%
NA,O339,O339,37,0.0002131%
NA,O340,O340,14,0.0000806%
NA,O341,O341,9,0.0000518%
NA,O342,O342,309,0.0017795%
NA,O343,O343,52,0.0002995%
NA,O349,O349,6,0.0000346%
NA,O351,O351,291,0.0016759%
NA,O352,O352,9,0.0000518%
NA,O358,O358,35,0.0002016%
NA,O359,O359,67,0.0003859%
NA,O360,O360,15,0.0000864%
NA,O363,O363,12,0.0000691%
NA,O364,O364,21,0.0001209%
NA,O365,O365,179,0.0010309%
NA,O366,O366,121,0.0006968%
NA,O368,O368,40,0.0002304%
NA,O369,O369,8,0.0000461%
NA,O40,O40,66,0.0003801%
NA,O410,O410,57,0.0003283%
NA,O418,O418,16,0.0000921%
NA,O420,O420,39,0.0002246%
NA,O421,O421,14,0.0000806%
NA,O429,O429,52,0.0002995%
NA,O440,O440,38,0.0002188%
NA,O441,O441,21,0.0001209%
NA,O469,O469,92,0.0005298%
NA,O47,O47,18,0.0001037%
NA,O470,O470,726,0.0041811%
NA,O471,O471,127,0.0007314%
NA,O479,O479,7,0.0000403%
NA,O48,O48,154,0.0008869%
NA,O610,O610,6,0.0000346%
NA,O680,O680,10,0.0000576%
NA,O721,O721,12,0.0000691%
NA,O722,O722,45,0.0002592%
NA,O731,O731,15,0.0000864%
NA,O800,O800,267,0.0015377%
NA,O814,O814,6,0.0000346%
NA,O85,O85,34,0.0001958%
NA,O860,O860,23,0.0001325%
NA,O861,O861,8,0.0000461%
NA,O864,O864,7,0.0000403%
NA,O901,O901,10,0.0000576%
NA,O912,O912,15,0.0000864%
NA,O983,O983,10,0.0000576%
NA,O990,O990,49,0.0002822%
NA,O991,O991,30,0.0001728%
NA,O992,E039,9,0.0000518%
NA,O992,O992,90,0.0005183%
NA,O993,O993,88,0.0005068%
NA,O994,O994,16,0.0000921%
NA,O995,O995,201,0.0011576%
NA,O996,O996,63,0.0003628%
NA,O997,O997,9,0.0000518%
NA,O998,O998,93,0.0005356%
NA,O998,NA,29,0.0001670%
NA,O9980,O9980,95,0.0005471%
NA,O9989,O9989,132,0.0007602%
NA,P073,P073,31,0.0001785%
NA,P140,P140,51,0.0002937%
NA,Q100,Q100,13,0.0000749%
NA,Q105,Q105,12,0.0000691%
NA,Q120,Q120,43,0.0002476%
NA,Q132,Q132,12,0.0000691%
NA,Q1410,Q1410,7,0.0000403%
NA,Q175,Q175,62,0.0003571%
NA,Q180,Q180,32,0.0001843%
NA,Q181,Q181,17,0.0000979%
NA,Q188,Q188,22,0.0001267%
NA,Q203,Q203,36,0.0002073%
NA,Q210,Q210,62,0.0003571%
NA,Q2100,Q2100,16,0.0000921%
NA,Q2108,Q2108,25,0.0001440%
NA,Q211,Q211,17,0.0000979%
NA,Q2110,Q2110,21,0.0001209%
NA,Q212,Q212,33,0.0001900%
NA,Q2121,Q2121,10,0.0000576%
NA,Q213,Q213,22,0.0001267%
NA,Q2130,Q2130,32,0.0001843%
NA,Q221,Q221,23,0.0001325%
NA,Q2241,Q2241,20,0.0001152%
NA,Q225,Q225,16,0.0000921%
NA,Q230,Q230,46,0.0002649%
NA,Q231,Q231,11,0.0000633%
NA,Q2311,Q2311,15,0.0000864%
NA,Q250,Q250,11,0.0000633%
NA,Q251,Q251,47,0.0002707%
NA,Q282,Q282,27,0.0001555%
NA,Q283,Q283,7,0.0000403%
NA,Q351,Q351,143,0.0008235%
NA,Q357,Q357,18,0.0001037%
NA,Q3571,Q3571,20,0.0001152%
NA,Q369,Q369,34,0.0001958%
NA,Q370,Q370,39,0.0002246%
NA,Q371,Q371,103,0.0005932%
NA,Q381,Q381,13,0.0000749%
NA,Q446,Q446,34,0.0001958%
NA,Q501,Q501,11,0.0000633%
NA,Q5010,Q5010,16,0.0000921%
NA,Q531,Q531,22,0.0001267%
NA,Q540,Q540,11,0.0000633%
NA,Q5520,Q5520,8,0.0000461%
NA,Q610,Q610,8,0.0000461%
NA,Q612,Q612,1013,0.0058339%
NA,Q613,Q613,11,0.0000633%
NA,Q615,Q615,27,0.0001555%
NA,Q6210,Q6210,14,0.0000806%
NA,Q627,Q627,41,0.0002361%
NA,Q650,Q650,51,0.0002937%
NA,Q651,Q651,35,0.0002016%
NA,Q653,Q653,13,0.0000749%
NA,Q6581,Q6581,19,0.0001094%
NA,Q660,Q660,31,0.0001785%
NA,Q665,Q665,13,0.0000749%
NA,Q668,Q668,14,0.0000806%
NA,Q674,NA,24,0.0001382%
NA,Q6748,Q6748,19,0.0001094%
NA,Q676,Q676,18,0.0001037%
NA,Q822,Q822,101,0.0005817%
NA,Q825,Q825,67,0.0003859%
NA,Q8250,Q8250,45,0.0002592%
NA,Q8258,Q8258,23,0.0001325%
NA,Q828,NA,17,0.0000979%
NA,Q8280,Q8280,8,0.0000461%
NA,Q831,Q831,10,0.0000576%
NA,Q850,Q850,22,0.0001267%
NA,Q8500,Q8500,34,0.0001958%
NA,Q870,Q870,34,0.0001958%
NA,Q874,Q874,67,0.0003859%
NA,R000,R000,68,0.0003916%
NA,R001,R001,66,0.0003801%
NA,R002,R002,177,0.0010193%
NA,R008,R008,12,0.0000691%
NA,R010,R010,161,0.0009272%
NA,R011,R011,36,0.0002073%
NA,R030,R030,10,0.0000576%
NA,R040,R040,337,0.0019408%
NA,R041,R041,8,0.0000461%
NA,R042,R042,168,0.0009675%
NA,R05,R05,1589,0.0091511%
NA,R06,R06,89,0.0005126%
NA,R060,R060,1486,0.0085579%
NA,R062,R062,550,0.0031675%
NA,R064,R064,153,0.0008811%
NA,R065,R065,980,0.0056438%
NA,R068,R068,128,0.0007372%
NA,R07,R07,8,0.0000461%
NA,R070,R070,85,0.0004895%
NA,R071,R071,12,0.0000691%
NA,R072,R072,18,0.0001037%
NA,R073,R073,552,0.0031790%
NA,R074,R074,1681,0.0096809%
NA,R09,R09,14,0.0000806%
NA,R091,R091,10,0.0000576%
NA,R093,R093,11,0.0000633%
NA,R10,R10,46,0.0002649%
NA,R100,R100,90,0.0005183%
NA,R101,R101,543,0.0031272%
NA,R102,R102,60,0.0003455%
NA,R103,R103,1476,0.0085003%
NA,R104,R104,5160,0.0297166%
NA,R11,R11,242,0.0013937%
NA,R12,R12,26,0.0001497%
NA,R13,R13,219,0.0012612%
NA,R14,R14,23,0.0001325%
NA,R15,R15,173,0.0009963%
NA,R161,R161,15,0.0000864%
NA,R17,R17,28,0.0001613%
NA,R18,R18,10,0.0000576%
NA,R19,R19,9,0.0000518%
NA,R190,R190,69,0.0003974%
NA,R194,R194,18,0.0001037%
NA,R195,R195,11,0.0000633%
NA,R196,R196,11,0.0000633%
NA,R198,R198,28,0.0001613%
NA,R200,R200,8,0.0000461%
NA,R202,R202,237,0.0013649%
NA,R21,R21,148,0.0008523%
NA,R220,R220,71,0.0004089%
NA,R221,R221,91,0.0005241%
NA,R222,R222,23,0.0001325%
NA,R223,R223,9,0.0000518%
NA,R224,R224,18,0.0001037%
NA,R229,R229,14,0.0000806%
NA,R251,R251,94,0.0005413%
NA,R252,R252,14,0.0000806%
NA,R253,R253,14,0.0000806%
NA,R268,R268,14,0.0000806%
NA,R270,R270,13,0.0000749%
NA,R298,R298,717,0.0041292%
NA,R30,R30,17,0.0000979%
NA,R300,R300,185,0.0010654%
NA,R309,R309,13,0.0000749%
NA,R31,R31,372,0.0021424%
NA,R32,R32,85,0.0004895%
NA,R3289,NA,16,0.0000921%
NA,R33,R33,218,0.0012555%
NA,R35,R35,245,0.0014110%
NA,R391,R391,46,0.0002649%
NA,R398,R398,26,0.0001497%
NA,R400,R400,9,0.0000518%
NA,R402,R402,20,0.0001152%
NA,R410,R410,39,0.0002246%
NA,R413,R413,72,0.0004146%
NA,R418,R418,345,0.0019869%
NA,R42,R42,1567,0.0090244%
NA,R430,R430,44,0.0002534%
NA,R442,R442,23,0.0001325%
NA,R452,R452,27,0.0001555%
NA,R458,R458,86,0.0004953%
NA,R470,R470,89,0.0005126%
NA,R471,R471,47,0.0002707%
NA,R49,R49,37,0.0002131%
NA,R490,R490,238,0.0013706%
NA,R4901,R4901,415,0.0023900%
NA,R4902,R4902,7,0.0000403%
NA,R4908,R4908,20,0.0001152%
NA,R4909,R4909,17,0.0000979%
NA,R491,R491,26,0.0001497%
NA,R498,R498,17,0.0000979%
NA,R50,R50,22,0.0001267%
NA,R500,R500,29,0.0001670%
NA,R501,R501,19,0.0001094%
NA,R509,R509,695,0.0040025%
NA,R51,R51,522,0.0030062%
NA,R518,R518,264,0.0015204%
NA,R518,NA,77,0.0004434%
NA,R5180,R5180,534,0.0030753%
NA,R5181,R5181,17,0.0000979%
NA,R52,R52,17,0.0000979%
NA,R520,R520,49,0.0002822%
NA,R521,R521,33,0.0001900%
NA,R522,R522,47,0.0002707%
NA,R529,R529,137,0.0007890%
NA,R53,R53,115,0.0006623%
NA,R55,R55,640,0.0036858%
NA,R56,R56,15,0.0000864%
NA,R560,R560,65,0.0003743%
NA,R568,R568,620,0.0035706%
NA,R58,R58,7,0.0000403%
NA,R590,R590,48,0.0002764%
NA,R591,R591,102,0.0005874%
NA,R599,R599,10,0.0000576%
NA,R60,R60,9,0.0000518%
NA,R600,R600,98,0.0005644%
NA,R609,R609,59,0.0003398%
NA,R610,R610,25,0.0001440%
NA,R619,R619,17,0.0000979%
NA,R620,R620,111,0.0006393%
NA,R628,R628,55,0.0003167%
NA,R634,R634,55,0.0003167%
NA,R681,R681,8,0.0000461%
NA,R688,R688,8,0.0000461%
NA,R69,R69,173,0.0009963%
NA,R700,R700,119,0.0006853%
NA,R730,R730,37,0.0002131%
NA,R739,R739,10,0.0000576%
NA,R740,R740,14,0.0000806%
NA,R748,R748,56,0.0003225%
NA,R760,R760,18,0.0001037%
NA,R799,R799,10,0.0000576%
NA,R80,R80,41,0.0002361%
NA,R86,R86,34,0.0001958%
NA,R860,R860,10,0.0000576%
NA,R868,R868,15,0.0000864%
NA,R870,R870,11,0.0000633%
NA,R871,R871,9,0.0000518%
NA,R872,R872,9,0.0000518%
NA,R876,R876,1620,0.0093296%
NA,R877,R877,22,0.0001267%
NA,R878,R878,27,0.0001555%
NA,R91,R91,317,0.0018256%
NA,R935,R935,17,0.0000979%
NA,R942,R942,25,0.0001440%
NA,R943,R943,17,0.0000979%
NA,R945,R945,9,0.0000518%
NA,R946,R946,6,0.0000346%
NA,R999,NA,19,0.0001094%
NA,S000,S000,96,0.0005529%
NA,S001,S001,64,0.0003686%
NA,S002,S002,7,0.0000403%
NA,S003,S003,9,0.0000518%
NA,S007,S007,18,0.0001037%
NA,S008,S008,76,0.0004377%
NA,S010,S010,462,0.0026607%
NA,S011,S011,72,0.0004146%
NA,S012,S012,59,0.0003398%
NA,S013,S013,40,0.0002304%
NA,S014,S014,15,0.0000864%
NA,S0140,S0140,18,0.0001037%
NA,S0141,S0141,8,0.0000461%
NA,S015,S015,24,0.0001382%
NA,S015,NA,45,0.0002592%
NA,S0150,S0150,27,0.0001555%
NA,S0151,S0151,12,0.0000691%
NA,S017,S017,19,0.0001094%
NA,S018,S018,61,0.0003513%
NA,S019,S019,46,0.0002649%
NA,S0200,S0200,9,0.0000518%
NA,S021,S021,16,0.0000921%
NA,S0210,S0210,19,0.0001094%
NA,S022,S022,67,0.0003859%
NA,S0220,S0220,151,0.0008696%
NA,S0221,S0221,10,0.0000576%
NA,S0230,S0230,38,0.0002188%
NA,S0231,S0231,11,0.0000633%
NA,S024,S024,38,0.0002188%
NA,S0240,S0240,62,0.0003571%
NA,S0241,S0241,14,0.0000806%
NA,S0250,S0250,9,0.0000518%
NA,S026,S026,125,0.0007199%
NA,S0260,S0260,56,0.0003225%
NA,S0261,S0261,46,0.0002649%
NA,S0262,S0262,18,0.0001037%
NA,S028,S028,7,0.0000403%
NA,S0290,S0290,16,0.0000921%
NA,S030,S030,70,0.0004031%
NA,S0322,S0322,9,0.0000518%
NA,S050,S050,122,0.0007026%
NA,S051,S051,204,0.0011748%
NA,S055,S055,22,0.0001267%
NA,S056,S056,32,0.0001843%
NA,S060,S060,471,0.0027125%
NA,S062,S062,80,0.0004607%
NA,S063,S063,48,0.0002764%
NA,S064,S064,27,0.0001555%
NA,S065,S065,85,0.0004895%
NA,S092,S092,65,0.0003743%
NA,S098,S098,8,0.0000461%
NA,S100,S100,18,0.0001037%
NA,S101,S101,15,0.0000864%
NA,S121,S121,13,0.0000749%
NA,S122,S122,35,0.0002016%
NA,S131,S131,12,0.0000691%
NA,S134,S134,292,0.0016816%
NA,S143,S143,14,0.0000806%
NA,S200,S200,9,0.0000518%
NA,S202,S202,190,0.0010942%
NA,S211,S211,9,0.0000518%
NA,S220,S220,40,0.0002304%
NA,S221,S221,20,0.0001152%
NA,S222,S222,15,0.0000864%
NA,S223,S223,130,0.0007487%
NA,S224,S224,66,0.0003801%
NA,S270,S270,30,0.0001728%
NA,S271,S271,9,0.0000518%
NA,S300,S300,138,0.0007947%
NA,S301,S301,29,0.0001670%
NA,S302,S302,6,0.0000346%
NA,S309,S309,11,0.0000633%
NA,S310,S310,6,0.0000346%
NA,S311,S311,15,0.0000864%
NA,S312,S312,8,0.0000461%
NA,S320,S320,145,0.0008351%
NA,S323,S323,15,0.0000864%
NA,S324,S324,41,0.0002361%
NA,S325,S325,31,0.0001785%
NA,S327,S327,18,0.0001037%
NA,S335,S335,13,0.0000749%
NA,S337,S337,12,0.0000691%
NA,S370,S370,16,0.0000921%
NA,S400,S400,159,0.0009157%
NA,S410,S410,7,0.0000403%
NA,S411,S411,9,0.0000518%
NA,S420,S420,265,0.0015261%
NA,S421,S421,56,0.0003225%
NA,S422,S422,356,0.0020502%
NA,S423,S423,117,0.0006738%
NA,S424,S424,258,0.0014858%
NA,S430,S430,308,0.0017738%
NA,S431,S431,109,0.0006277%
NA,S433,S433,23,0.0001325%
NA,S434,S434,98,0.0005644%
NA,S435,S435,13,0.0000749%
NA,S46,S46,10,0.0000576%
NA,S460,S460,460,0.0026492%
NA,S461,S461,20,0.0001152%
NA,S462,S462,21,0.0001209%
NA,S500,S500,105,0.0006047%
NA,S501,S501,18,0.0001037%
NA,S510,S510,46,0.0002649%
NA,S517,S517,6,0.0000346%
NA,S518,S518,51,0.0002937%
NA,S520,S520,142,0.0008178%
NA,S521,S521,122,0.0007026%
NA,S522,S522,53,0.0003052%
NA,S523,S523,45,0.0002592%
NA,S524,S524,77,0.0004434%
NA,S525,S525,1481,0.0085291%
NA,S526,S526,134,0.0007717%
NA,S529,S529,46,0.0002649%
NA,S530,S530,7,0.0000403%
NA,S531,S531,95,0.0005471%
NA,S534,S534,29,0.0001670%
NA,S540,S540,8,0.0000461%
NA,S560,S560,9,0.0000518%
NA,S561,S561,16,0.0000921%
NA,S60,S60,11,0.0000633%
NA,S600,S600,90,0.0005183%
NA,S601,S601,20,0.0001152%
NA,S602,S602,143,0.0008235%
NA,S609,S609,12,0.0000691%
NA,S61,S61,17,0.0000979%
NA,S610,S610,482,0.0027759%
NA,S611,S611,72,0.0004146%
NA,S617,S617,22,0.0001267%
NA,S618,S618,125,0.0007199%
NA,S619,S619,114,0.0006565%
NA,S620,S620,80,0.0004607%
NA,S621,S621,35,0.0002016%
NA,S622,S622,72,0.0004146%
NA,S623,S623,287,0.0016528%
NA,S624,S624,11,0.0000633%
NA,S625,S625,127,0.0007314%
NA,S626,S626,304,0.0017507%
NA,S630,S630,19,0.0001094%
NA,S631,S631,87,0.0005010%
NA,S633,S633,43,0.0002476%
NA,S634,S634,64,0.0003686%
NA,S635,S635,158,0.0009099%
NA,S636,S636,136,0.0007832%
NA,S644,S644,45,0.0002592%
NA,S660,S660,14,0.0000806%
NA,S661,S661,78,0.0004492%
NA,S662,S662,43,0.0002476%
NA,S663,S663,136,0.0007832%
NA,S665,S665,12,0.0000691%
NA,S666,S666,12,0.0000691%
NA,S670,S670,26,0.0001497%
NA,S680,S680,13,0.0000749%
NA,S681,S681,57,0.0003283%
NA,S682,S682,60,0.0003455%
NA,S683,S683,21,0.0001209%
NA,S698,S698,9,0.0000518%
NA,S700,S700,82,0.0004722%
NA,S701,S701,38,0.0002188%
NA,S710,S710,12,0.0000691%
NA,S711,S711,38,0.0002188%
NA,S720,S720,109,0.0006277%
NA,S721,S721,66,0.0003801%
NA,S722,S722,37,0.0002131%
NA,S723,S723,122,0.0007026%
NA,S724,S724,51,0.0002937%
NA,S730,S730,10,0.0000576%
NA,S731,S731,19,0.0001094%
NA,S761,S761,28,0.0001613%
NA,S763,S763,9,0.0000518%
NA,S800,S800,197,0.0011345%
NA,S801,S801,108,0.0006220%
NA,S810,S810,70,0.0004031%
NA,S817,S817,9,0.0000518%
NA,S818,S818,35,0.0002016%
NA,S819,S819,11,0.0000633%
NA,S820,S820,149,0.0008581%
NA,S821,S821,227,0.0013073%
NA,S822,S822,359,0.0020675%
NA,S823,S823,337,0.0019408%
NA,S824,S824,107,0.0006162%
NA,S825,S825,120,0.0006911%
NA,S826,S826,767,0.0044172%
NA,S827,S827,17,0.0000979%
NA,S828,S828,607,0.0034957%
NA,S83,S83,9,0.0000518%
NA,S830,S830,215,0.0012382%
NA,S831,S831,17,0.0000979%
NA,S832,S832,273,0.0015722%
NA,S833,S833,12,0.0000691%
NA,S834,S834,118,0.0006796%
NA,S835,S835,255,0.0014686%
NA,S836,S836,615,0.0035418%
NA,S837,S837,27,0.0001555%
NA,S860,S860,241,0.0013879%
NA,S861,S861,13,0.0000749%
NA,S863,S863,15,0.0000864%
NA,S900,S900,49,0.0002822%
NA,S901,S901,29,0.0001670%
NA,S903,S903,57,0.0003283%
NA,S910,S910,24,0.0001382%
NA,S911,S911,16,0.0000921%
NA,S912,S912,6,0.0000346%
NA,S913,S913,90,0.0005183%
NA,S920,S920,179,0.0010309%
NA,S921,S921,48,0.0002764%
NA,S922,S922,21,0.0001209%
NA,S923,S923,210,0.0012094%
NA,S924,S924,48,0.0002764%
NA,S925,S925,64,0.0003686%
NA,S929,S929,7,0.0000403%
NA,S930,S930,17,0.0000979%
NA,S931,S931,13,0.0000749%
NA,S932,S932,73,0.0004204%
NA,S933,S933,7,0.0000403%
NA,S934,S934,693,0.0039910%
NA,S936,S936,17,0.0000979%
NA,S999,S999,6,0.0000346%
NA,T009,T009,17,0.0000979%
NA,T140,T140,60,0.0003455%
NA,T141,T141,19,0.0001094%
NA,T145,T145,16,0.0000921%
NA,T150,T150,233,0.0013419%
NA,T151,T151,45,0.0002592%
NA,T16,T16,18,0.0001037%
NA,T171,T171,17,0.0000979%
NA,T172,T172,40,0.0002304%
NA,T173,T173,18,0.0001037%
NA,T181,T181,46,0.0002649%
NA,T200,T200,9,0.0000518%
NA,T201,T201,8,0.0000461%
NA,T202,T202,23,0.0001325%
NA,T211,T211,12,0.0000691%
NA,T212,T212,17,0.0000979%
NA,T213,T213,7,0.0000403%
NA,T222,T222,35,0.0002016%
NA,T230,T230,17,0.0000979%
NA,T232,T232,32,0.0001843%
NA,T242,T242,17,0.0000979%
NA,T261,T261,22,0.0001267%
NA,T266,T266,39,0.0002246%
NA,T311,T311,16,0.0000921%
NA,T36,A10AB,24,0.0001382%
NA,T36,A10AC,13,0.0000749%
NA,T36,A10AD,8,0.0000461%
NA,T36,A10AE,21,0.0001209%
NA,T36,B01AA,9,0.0000518%
NA,T36,B01AC,11,0.0000633%
NA,T36,C01AA,18,0.0001037%
NA,T36,C07AA,89,0.0005126%
NA,T36,C07AB,32,0.0001843%
NA,T36,C08CA,20,0.0001152%
NA,T36,C09AA,6,0.0000346%
NA,T36,M01AE,34,0.0001958%
NA,T36,M03BC,18,0.0001037%
NA,T36,M03BX,23,0.0001325%
NA,T36,N02AA,71,0.0004089%
NA,T36,N02AC,13,0.0000749%
NA,T36,N02AX,33,0.0001900%
NA,T36,N02BA,19,0.0001094%
NA,T36,N02BE,128,0.0007372%
NA,T36,N03AA,6,0.0000346%
NA,T36,N03AE,64,0.0003686%
NA,T36,N03AF,50,0.0002880%
NA,T36,N03AG,91,0.0005241%
NA,T36,N03AX,52,0.0002995%
NA,T36,N05AA,171,0.0009848%
NA,T36,N05AB,38,0.0002188%
NA,T36,N05AC,15,0.0000864%
NA,T36,N05AD,8,0.0000461%
NA,T36,N05AF,48,0.0002764%
NA,T36,N05AH,264,0.0015204%
NA,T36,N05AN,51,0.0002937%
NA,T36,N05AX,41,0.0002361%
NA,T36,N05BA,421,0.0024245%
NA,T36,N05BB,14,0.0000806%
NA,T36,N05BX,22,0.0001267%
NA,T36,N05CD,223,0.0012843%
NA,T36,N05CF,129,0.0007429%
NA,T36,N06AA,102,0.0005874%
NA,T36,N06AB,109,0.0006277%
NA,T36,N06AX,118,0.0006796%
NA,T36,N06BA,8,0.0000461%
NA,T36,N06CA,33,0.0001900%
NA,T36,T36,439,0.0025282%
NA,T360,NA,7,0.0000403%
NA,T36N0,T36N0,27,0.0001555%
NA,T383,NA,8,0.0000461%
NA,T390,NA,12,0.0000691%
NA,T391,NA,11,0.0000633%
NA,T393,NA,14,0.0000806%
NA,T399,NA,12,0.0000691%
NA,T401,T401,12,0.0000691%
NA,T42,NA,45,0.0002592%
NA,T420,NA,17,0.0000979%
NA,T421,NA,23,0.0001325%
NA,T422,NA,8,0.0000461%
NA,T423,NA,13,0.0000749%
NA,T424,T424,21,0.0001209%
NA,T424,NA,213,0.0012267%
NA,T426,NA,27,0.0001555%
NA,T427,NA,56,0.0003225%
NA,T43,NA,12,0.0000691%
NA,T430,NA,100,0.0005759%
NA,T432,NA,43,0.0002476%
NA,T433,T433,6,0.0000346%
NA,T433,NA,69,0.0003974%
NA,T434,NA,9,0.0000518%
NA,T435,NA,37,0.0002131%
NA,T438,NA,10,0.0000576%
NA,T439,NA,41,0.0002361%
NA,T447,NA,17,0.0000979%
NA,T459,NA,7,0.0000403%
NA,T509,T509,43,0.0002476%
NA,T510,T510,13,0.0000749%
NA,T58,T58,6,0.0000346%
NA,T630,T630,6,0.0000346%
NA,T634,T634,24,0.0001382%
NA,T659,T659,45,0.0002592%
NA,T68,T68,13,0.0000749%
NA,T741,T741,31,0.0001785%
NA,T754,T754,105,0.0006047%
NA,T780,T780,15,0.0000864%
NA,T782,T782,44,0.0002534%
NA,T783,T783,102,0.0005874%
NA,T784,T784,149,0.0008581%
NA,T793,T793,19,0.0001094%
NA,T796,T796,26,0.0001497%
NA,T810,T810,282,0.0016240%
NA,T812,T812,20,0.0001152%
NA,T813,T813,21,0.0001209%
NA,T814,T814,483,0.0027816%
NA,T818,T818,38,0.0002188%
NA,T819,T819,22,0.0001267%
NA,T840,T840,159,0.0009157%
NA,T841,T841,18,0.0001037%
NA,T845,T845,26,0.0001497%
NA,T846,NA,21,0.0001209%
NA,T887,T887,7,0.0000403%
NA,T888,T888,10,0.0000576%
NA,T902,T902,11,0.0000633%
NA,T905,T905,23,0.0001325%
NA,T911,T911,15,0.0000864%
NA,T913,T913,14,0.0000806%
NA,T918,T918,9,0.0000518%
NA,T920,T920,7,0.0000403%
NA,T921,T921,41,0.0002361%
NA,T922,T922,59,0.0003398%
NA,T923,T923,56,0.0003225%
NA,T925,T925,35,0.0002016%
NA,T926,T926,24,0.0001382%
NA,T931,T931,20,0.0001152%
NA,T932,T932,87,0.0005010%
NA,T933,T933,68,0.0003916%
NA,T938,T938,9,0.0000518%
NA,V19,V19,10,0.0000576%
NA,V435,NA,14,0.0000806%
NA,V445,NA,8,0.0000461%
NA,V485,NA,7,0.0000403%
NA,V49,V49,8,0.0000461%
NA,W00,W00,49,0.0002822%
NA,W01,W01,87,0.0005010%
NA,W07,NA,7,0.0000403%
NA,W13,NA,11,0.0000633%
NA,W17,W17,9,0.0000518%
NA,W18,NA,112,0.0006450%
NA,W19,W19,31,0.0001785%
NA,W22,W22,20,0.0001152%
NA,W31,W31,9,0.0000518%
NA,W49,W49,8,0.0000461%
NA,W52,W52,9,0.0000518%
NA,W54,NA,12,0.0000691%
NA,W70,NA,8,0.0000461%
NA,X41,NA,33,0.0001900%
NA,X42,NA,9,0.0000518%
NA,X58,X58,11,0.0000633%
NA,X599,NA,6,0.0000346%
NA,X61,NA,39,0.0002246%
NA,X62,NA,10,0.0000576%
NA,X64,NA,6,0.0000346%
NA,X67,NA,6,0.0000346%
NA,X69,X69,36,0.0002073%
NA,X72,NA,14,0.0000806%
NA,X73,NA,27,0.0001555%
NA,Y960,Y960,7,0.0000403%
NA,Z00,Z00,39,0.0002246%
NA,Z000,Z000,685,0.0039449%
NA,Z001,Z001,27,0.0001555%
NA,Z002,Z002,10,0.0000576%
NA,Z003,Z003,21,0.0001209%
NA,Z004,Z004,2494,0.0143630%
NA,Z006,Z006,15,0.0000864%
NA,Z008,Z008,31,0.0001785%
NA,Z01,Z01,19,0.0001094%
NA,Z010,Z010,1193,0.0068705%
NA,Z011,Z011,876,0.0050449%
NA,Z012,Z012,80,0.0004607%
NA,Z014,Z014,1215,0.0069972%
NA,Z015,Z015,1645,0.0094736%
NA,Z016,Z016,37,0.0002131%
NA,Z017,Z017,35,0.0002016%
NA,Z018,Z018,803,0.0046245%
NA,Z019,Z019,74,0.0004262%
NA,Z03,Z03,43,0.0002476%
NA,Z030,Z030,9,0.0000518%
NA,Z031,Z031,24,0.0001382%
