code,freq_finngen,freq_tays,freq_total
FM1BG,25,90,115
JAH30,16,99,115
FM2FN,10,105,115
DM1CI,111,3,114
NDE60,110,4,114
ECA55,105,9,114
SCF01,104,10,114
DEB30,88,26,114
XCD00,78,36,114
FXG00,69,45,114
NC1AI,55,59,114
NDK30,109,4,113
NHF20,108,5,113
PFH66,101,12,113
NF3AD,73,40,113
NH3DG,64,49,113
GAC10,12,101,113
LC3AE,106,6,112
KCC30,37,75,112
PHM79,110,1,111
DFF10,109,2,111
NGF10,109,2,111
KDG96,105,6,111
NGF30,104,7,111
KFH10,85,26,111
KE1AE,51,60,111
WX1BG,45,66,111
NH3CM,33,78,111
FK1AC,12,99,111
NCF20,108,2,110
WX124,99,11,110
NCK68,94,16,110
NFM99,94,16,110
KDH10,87,23,110
JDA63,69,41,110
JN3DM,47,63,110
WX220,42,68,110
JFC10,36,74,110
GAB20,35,75,110
ND1DA,31,79,110
ABC33,13,97,110
TCK00,108,1,109
TNF10,103,6,109
KC1AT,100,9,109
JFB21,60,49,109
KGA10,60,49,109
JN3HE,50,59,109
JDA22,40,69,109
PA6AM,106,2,108
WW402,99,9,108
JHA10,96,12,108
EWD00,91,17,108
ZZC00,69,39,108
AA5DR,68,40,108
CBE20,101,6,107
QCB99,100,7,107
TQD05,100,7,107
NGJ99,96,11,107
QXE15,85,22,107
ECB05,79,28,107
JAC10,79,28,107
NH3AI,31,76,107
WC135,22,85,107
NCA30,105,1,106
NCF10,103,3,106
DEB20,97,9,106
ECA00,96,10,106
QCE35,96,10,106
KGH20,94,12,106
QAE15,92,14,106
JGA96,72,34,106
JDA08,56,50,106
WX707,37,69,106
JK1AT,26,80,106
QBC00,87,18,105
CFB00,85,20,105
JAH96,70,35,105
GA1DG,18,87,105
TJX22,17,88,105
THA00,103,1,104
FKC96,102,2,104
NK3AT,99,5,104
PHL77,94,10,104
NDF68,93,11,104
JHD96,88,16,104
CCA20,87,17,104
QX1AE,64,40,104
PD5YT,48,56,104
AAA27,39,65,104
WX930,39,65,104
YX8AD,36,68,104
CJF15,34,70,104
NBK02,102,1,103
BAA50,101,2,103
CKD95,101,2,103
HAA00,99,4,103
QBG99,85,18,103
PG1AT,69,34,103
JX1LA,100,2,102
NGT99,97,5,102
ZZB40,87,15,102
LAA01,80,22,102
SPF50,72,30,102
SPA40,40,62,102
GD2CT,96,5,101
DMA10,94,7,101
JH1CM,91,10,101
NGS99,89,12,101
NFA20,62,39,101
CJF10,60,41,101
LWF00,52,49,101
GDD00,49,52,101
NA5AA,21,80,101
PC7NT,12,89,101
ZXY83,99,1,100
NGD00,97,3,100
XW4XT,95,5,100
ZZS55,92,8,100
PA6CM,89,11,100
JAA00,71,29,100
WZA90,58,42,100
JK3MN,28,72,100
DCW99,98,1,99
LBC21,97,2,99
NDE64,92,7,99
JAB96,85,14,99
KK1XE,84,15,99
NFM10,81,18,99
NGK99,81,18,99
KC1AE,79,20,99
PEN24,70,29,99
PD5DG,62,37,99
LAB11,44,55,99
EEB00,31,68,99
JJB00,13,86,99
NEJ60,88,10,98
QBG10,85,13,98
NCM99,68,30,98
QBE40,95,2,97
DEA10,86,11,97
SPC30,76,21,97
KED10,75,22,97
DJD10,74,23,97
ZXE70,69,28,97
JFH33,65,32,97
NAJ12,58,39,97
CJE99,56,41,97
FFW96,56,41,97
PC2DE,55,42,97
ENB99,45,52,97
GD1BG,34,63,97
KCD10,33,64,97
NER30,18,79,97
JDA12,12,85,97
WX1PA,90,6,96
XMA02,89,7,96
CBC00,81,15,96
ZZH30,65,31,96
AXX90,52,44,96
GEC24,44,52,96
XX1DW,41,55,96
JAL97,91,4,95
NDC40,90,5,95
AA1DD,82,13,95
CJF00,45,50,95
ABC63,44,51,95
GWE00,40,55,95
ZZQ70,18,77,95
DNB10,88,6,94
TQX22,86,8,94
LEF01,72,22,94
JFA38,60,34,94
CJF45,52,42,94
JFC20,32,62,94
NER20,27,67,94
AAK40,24,70,94
WB201,24,70,94
KCC20,18,76,94
NJ3CM,8,86,94
LCG31,92,1,93
LFA10,88,5,93
NFL20,85,8,93
ENC99,84,9,93
NCL32,84,9,93
JCA98,83,10,93
ECA35,81,12,93
PFP99,70,23,93
XQ830,66,27,93
JFF24,22,71,93
PC5ET,6,87,93
FPH10,86,6,92
NBJ41,85,7,92
NFK30,82,10,92
PA6BM,75,17,92
NBJ86,72,20,92
EAB00,69,23,92
WC401,67,25,92
CFD10,65,27,92
JL5BM,55,37,92
JF1CM,52,40,92
JFF27,48,44,92
DMB30,46,46,92
KAC01,37,55,92
TCG20,27,65,92
QX3LT,89,2,91
TQW02,88,3,91
AAG20,67,24,91
JFH20,51,40,91
GAC96,37,54,91
ZZR05,20,71,91
PC5DT,18,73,91
PG1DG,15,76,91
ZXH02,13,78,91
NDA20,79,11,90
PFH63,75,15,90
KFH00,73,17,90
LFD10,29,61,90
IEY19,88,1,89
TFP33,82,7,89
NDK00,81,8,89
NGW99,79,10,89
NEJ50,76,13,89
NDS99,56,33,89
ZZA10,17,72,89
JLC40,12,77,89
CEC30,87,1,88
NGE20,87,1,88
NGU00,85,3,88
CGE50,71,17,88
JFG30,70,18,88
JAG00,61,27,88
NCK10,58,30,88
GAC47,55,33,88
PFH58,53,35,88
AAP10,38,50,88
NDK10,81,6,87
EWE00,80,7,87
WE100,80,7,87
NGW10,78,9,87
CGF10,72,15,87
ND2AI,70,17,87
AAL00,64,23,87
JJB50,61,26,87
PEE25,57,30,87
QXE99,56,31,87
NGQ48,54,33,87
ZZA40,27,60,87
JX1XE,78,8,86
ZXF10,68,18,86
JWC00,59,27,86
FPJ24,51,35,86
FB1BC,39,47,86
ENB00,38,48,86
PH9ST,19,67,86
JGB11,17,69,86
JAQ00,14,72,86
JHB10,83,2,85
SJX00,83,2,85
NGE45,81,4,85
XKG00,81,4,85
XX2BT,79,6,85
ECA10,71,14,85
PBU84,68,17,85
MBC00,66,19,85
JBB97,61,24,85
KFD50,61,24,85
JAL10,58,27,85
AB3CB,55,30,85
GDB21,48,37,85
WC205,42,43,85
PB1AT,41,44,85
GBA32,33,52,85
KH1RT,21,64,85
NGD20,83,1,84
NK6SN,82,2,84
QDC00,82,2,84
NHJ99,81,3,84
HA4GT,74,10,84
NHF80,74,10,84
QBD20,73,11,84
NGA10,53,31,84
DJW99,52,32,84
FPE36,41,43,84
XGX10,37,47,84
GD1CM,7,77,84
CB9S4,82,1,83
TLW20,68,15,83
CBF20,66,17,83
JAC30,64,19,83
PHB77,52,31,83
CJB30,29,54,83
JN3CM,22,61,83
AB6CG,21,62,83
SFC00,62,20,82
SPA30,33,49,82
KAC21,29,53,82
JFA25,18,64,82
GWW96,17,65,82
NGK05,78,3,81
NFL99,74,7,81
AAH30,67,14,81
DCA30,60,21,81
SCF03,60,21,81
TFP43,59,22,81
TDH60,57,24,81
KCJ00,55,26,81
NB5AA,46,35,81
PC5YT,41,40,81
ZZH32,31,50,81
ND3CG,29,52,81
TJF00,11,70,81
QB3S1,79,1,80
NHJ86,77,3,80
SGB20,71,9,80
PFH59,64,16,80
TDC10,42,38,80
JN2BM,33,47,80
SPC01,29,51,80
LBE10,13,67,80
ZLX00,7,73,80
FFC00,70,9,79
ELB10,65,14,79
SXC04,65,14,79
JAD96,56,23,79
NDS00,54,25,79
TFP45,43,36,79
CA1BM,25,54,79
UJF22,15,64,79
ZSZ10,70,8,78
ZXE80,70,8,78
DJA10,53,25,78
WX740,50,28,78
PDQ22,37,41,78
FPH00,33,45,78
JGA75,32,46,78
JKC30,15,63,78
SCA04,6,72,78
MWA00,74,3,77
AAF15,72,5,77
CHF15,71,6,77
CBE40,64,13,77
PH5GT,64,13,77
JFG36,63,14,77
DAD00,56,21,77
CBH30,51,26,77
FPE25,45,32,77
CBH25,39,38,77
PH1AT,37,40,77
NC1DG,31,46,77
NH1DM,23,54,77
MAE20,73,3,76
NDH60,71,5,76
DKW20,61,15,76
TEG10,60,16,76
TFP42,57,19,76
JFA73,47,29,76
LWA00,41,35,76
QX2CB,36,40,76
ND2DG,11,65,76
JGA98,71,4,75
CKD50,70,5,75
NFJ99,65,10,75
SPA05,65,10,75
SPC25,60,15,75
TFP50,53,22,75
CBG99,49,26,75
QAE35,46,29,75
FPJ22,44,31,75
KCJ10,17,58,75
XX1BT,6,69,75
CJD20,71,3,74
KGH96,65,9,74
EEA00,62,12,74
NA1BD,59,15,74
AEA20,58,16,74
QBJ05,49,25,74
NH1BM,37,37,74
NE1BD,30,44,74
JKB21,28,46,74
XX9XB,28,46,74
PA1AC,26,48,74
PG1CM,9,65,74
PJD98,9,65,74
ZX197,71,2,73
ZSJ00,69,4,73
LFW96,57,16,73
JFB53,54,19,73
NHW99,53,20,73
FN2EC,49,24,73
JDC10,43,30,73
NA3DM,43,30,73
ABD40,41,32,73
FEC00,17,56,73
NGJ84,69,3,72
PA7CG,69,3,72
LFF96,68,4,72
PD5BG,66,6,72
JAB91,64,8,72
EEC45,61,11,72
QDJ00,59,13,72
CGG31,56,16,72
SDA14,50,22,72
NAK10,43,29,72
AWC00,36,36,72
XF612,29,43,72
ZZQ40,13,59,72
MBC40,70,1,71
NFT99,67,4,71
NCL66,66,5,71
NDT99,65,6,71
WW804,65,6,71
NHS20,64,7,71
NBH20,63,8,71
FPJ21,60,11,71
LDC10,56,15,71
PFP26,55,16,71
ECU00,47,24,71
EEA10,46,25,71
PWG00,43,28,71
NAW00,40,31,71
LCA22,67,3,70
CBD00,66,4,70
MAB00,65,5,70
MWE00,64,6,70
ACC99,60,10,70
QAJ15,60,10,70
TNH36,59,11,70
JGB96,57,13,70
JLB35,55,15,70
BAA30,52,18,70
AWE00,50,20,70
PDG54,49,21,70
JAL96,46,24,70
HAF00,40,30,70
PH7FT,29,41,70
JAH20,25,45,70
ZZK00,18,52,70
LAC31,57,12,69
TED00,57,12,69
CGG11,56,13,69
JFB54,56,13,69
NFW10,55,14,69
QDE30,54,15,69
PBE09,41,28,69
CBW99,33,36,69
PD2DT,31,38,69
JFA96,30,39,69
WX250,29,40,69
KCH01,18,51,69
PH9AT,14,55,69
TEL00,8,61,69
ECA70,63,5,68
MCA00,62,6,68
ENB50,60,8,68
SPB30,58,10,68
JFW96,49,19,68
JGA28,48,20,68
EMB15,47,21,68
TLE00,44,24,68
FWC00,39,29,68
NFQ48,38,30,68
ZX000,35,33,68
NCR20,32,36,68
DM1CM,27,41,68
DQW99,27,41,68
NG1DM,19,49,68
ICZ04,66,1,67
LEF50,63,4,67
LDC00,61,6,67
LBD01,59,8,67
XA410,55,12,67
NA3BD,54,13,67
UKB12,39,28,67
BBA70,38,29,67
JBW97,38,29,67
FFA10,28,39,67
GE1CG,25,42,67
ZPB24,14,53,67
DEB10,64,2,66
NFS10,64,2,66
JA3CT,63,3,66
ZXC35,62,4,66
SGC10,59,7,66
PA2BM,54,12,66
CBE99,52,14,66
DHB45,52,14,66
NFK99,49,17,66
JF2JB,47,19,66
KCC00,35,31,66
FPE24,32,34,66
JFA00,32,34,66
NB1DM,9,57,66
JGA52,64,1,65
XX9XT,61,4,65
QAB99,56,9,65
CKC65,55,10,65
EJB00,54,11,65
NCE20,52,13,65
JG1DG,48,17,65
PB1AE,46,19,65
NFG00,45,20,65
QWH99,44,21,65
LEE96,37,28,65
FFM32,35,30,65
JDW96,34,31,65
LDD00,15,50,65
NFA30,63,1,64
XFP00,63,1,64
SJA02,61,3,64
FKC00,45,19,64
NA7AD,44,20,64
JC2BB,41,23,64
DJW00,33,31,64
ND1DM,23,41,64
JFF01,10,54,64
NB6BA,7,57,64
CBJ99,58,5,63
JGC96,53,10,63
LAG01,45,18,63
QBJ99,44,19,63
QDE15,38,25,63
NDR99,34,29,63
KGD00,13,50,63
CA1DM,10,53,63
JAB93,60,2,62
NBM20,58,4,62
TPX00,56,6,62
JAL11,55,7,62
NCK99,54,8,62
NAT20,52,10,62
KCF02,49,13,62
ECW99,47,15,62
JCA45,45,17,62
GA2AT,44,18,62
JGB50,43,19,62
JGB36,41,21,62
JL5AM,41,21,62
JFG50,35,27,62
DQB70,27,35,62
SPA45,21,41,62
PHE70,10,52,62
GCA02,8,54,62
CJE10,60,1,61
CK2A4,59,2,61
NBF20,55,6,61
TQC05,54,7,61
XQ810,52,9,61
NDH62,49,12,61
NFL22,49,12,61
EAB20,48,13,61
JL2AT,47,14,61
DE2BM,46,15,61
SPE05,46,15,61
AAD00,45,16,61
ENW99,40,21,61
JFW97,39,22,61
PDP22,36,25,61
CAA30,34,27,61
KDW98,34,27,61
TFP52,34,27,61
JFA05,31,30,61
KCE00,27,34,61
JK3PB,23,38,61
JFA68,16,45,61
PCT99,14,47,61
GBA35,11,50,61
DAW99,54,6,60
LFE96,52,8,60
NDL64,50,10,60
TFP41,45,15,60
JAA96,41,19,60
KA5AT,40,20,60
JAB40,38,22,60
LAB01,38,22,60
AAK80,35,25,60
JFG29,35,25,60
KAE01,34,26,60
PWA00,34,26,60
JDB01,28,32,60
PB1BT,28,32,60
JFB63,27,33,60
NBH98,58,1,59
TNG33,58,1,59
JJB30,53,6,59
PFG26,45,14,59
LWE01,42,17,59
GDB01,38,21,59
EAA20,37,22,59
GDC10,37,22,59
ZZB50,37,22,59
SPA01,31,28,59
PJ4AT,25,34,59
QDE00,57,1,58
SFB30,53,5,58
KCV02,52,6,58
LGA97,48,10,58
KAH41,47,11,58
PEN25,44,14,58
YNB00,43,15,58
JLD12,40,18,58
DKW40,38,20,58
NAG99,37,21,58
TAC02,30,28,58
BAA99,25,33,58
JCA05,25,33,58
TJA00,24,34,58
GEB10,14,44,58
HAD55,13,45,58
NA7BM,8,50,58
NC1DA,6,52,58
AAH60,54,3,57
FNA10,53,4,57
KDH70,53,4,57
EKA00,52,5,57
TQW70,49,8,57
JGC00,48,9,57
NFJ86,47,10,57
PA1BC,46,11,57
CHW99,40,17,57
MBW96,38,19,57
NAG60,38,19,57
PA6YT,36,21,57
WX109,34,23,57
TCA15,23,34,57
WW805,20,37,57
JFA81,13,44,57
ZXH06,13,44,57
AB6CM,8,49,57
NK5BT,55,1,56
XX3BT,55,1,56
CBE00,52,4,56
QDG10,51,5,56
SJE90,51,5,56
CCC00,48,8,56
DCW00,48,8,56
PEC25,46,10,56
NBM99,45,11,56
NGK20,45,11,56
BBA50,42,14,56
ABA99,41,15,56
KGV30,39,17,56
ZXB87,36,20,56
JLC11,30,26,56
JF1DM,26,30,56
PEG23,25,31,56
NB1BM,16,40,56
JGA60,15,41,56
EJB60,12,44,56
ZZS50,10,46,56
AAF45,8,48,56
NAA00,8,48,56
NDT50,53,2,55
PEU99,51,4,55
PFU99,51,4,55
KCD30,50,5,55
NDF20,49,6,55
EP1AT,46,9,55
PWW99,45,10,55
ADB00,42,13,55
CA1AA,38,17,55
NAW10,35,20,55
GCA18,33,22,55
NBA20,33,22,55
ND1BM,25,30,55
GAC36,20,35,55
PE3YT,11,44,55
PA2DG,53,1,54
JHC10,52,2,54
NCL20,52,2,54
QD4S1,52,2,54
LCB32,50,4,54
KB1CG,45,9,54
AA6AD,44,10,54
PDH55,44,10,54
NHQ60,42,12,54
DCB00,38,16,54
EFA10,37,17,54
NAK30,36,18,54
DNB30,35,19,54
JFA65,29,25,54
SPD20,28,26,54
LEC00,25,29,54
PFE99,25,29,54
JJA40,15,39,54
WXQ42,11,43,54
ELA10,52,1,53
NDE25,48,5,53
NDJ84,48,5,53
NDJ99,47,6,53
QDE40,47,6,53
JFK01,43,10,53
FNE01,42,11,53
LEW96,42,11,53
KFW96,39,14,53
JJ5KT,35,18,53
EMB00,33,20,53
TK823,29,24,53
EJC99,24,29,53
ZFX01,16,37,53
CHC03,51,1,52
JGA85,51,1,52
NDE10,51,1,52
NGL58,51,1,52
ACC52,47,5,52
PBC10,45,7,52
EWA00,43,9,52
WXQ40,42,10,52
NGE50,38,14,52
NGS20,38,14,52
TJA30,33,19,52
EJB20,30,22,52
EJW99,30,22,52
EFB60,21,31,52
WC225,17,35,52
PHG77,49,2,51
NDP32,41,10,51
FPE02,40,11,51
NFK20,38,13,51
LCB97,30,21,51
GCA08,28,23,51
GEC23,28,23,51
AAF50,25,26,51
JAH21,23,28,51
QWF00,22,29,51
GD6AD,14,37,51
NHG88,49,1,50
QA9S1,48,2,50
SXB10,48,2,50
ZXH01,48,2,50
NHH99,47,3,50
TQX00,47,3,50
KAH40,45,5,50
NHA20,45,5,50
JHD50,44,6,50
HAC30,43,7,50
NCJ60,42,8,50
TFP51,41,9,50
FPJ01,40,10,50
HA1DM,40,10,50
JJ1AT,36,14,50
JGB37,26,24,50
PA2HT,26,24,50
GBB03,14,36,50
FPG04,48,1,49
CBF30,47,2,49
ZSZ00,47,2,49
CCD30,46,3,49
PD5CM,46,3,49
NGH99,44,5,49
PFH62,43,6,49
DDD05,42,7,49
NBK93,42,7,49
ECB10,40,9,49
DPB00,31,18,49
DMW99,30,19,49
DM1CD,20,29,49
JFA32,18,31,49
KDK30,13,36,49
NAG52,13,36,49
CC1CB,12,37,49
NCF15,46,2,48
NHF70,45,3,48
NCJ84,44,4,48
NBJ52,43,5,48
NE1MA,43,5,48
NHF30,43,5,48
EDC30,42,6,48
NCJ99,41,7,48
QCG20,40,8,48
LEG00,39,9,48
NFJ84,35,13,48
LEA10,33,15,48
QCJ00,32,16,48
NFA10,28,20,48
PEE24,25,23,48
TNF34,41,6,47
EGC10,39,8,47
NBS10,38,9,47
ZZC10,38,9,47
KBH62,33,14,47
CAB00,31,16,47
JD1FN,31,16,47
EDC36,30,17,47
FPG42,29,18,47
ZZH00,28,19,47
UKC12,27,20,47
JKE15,25,22,47
GDB20,22,25,47
CGE10,20,27,47
PA7DG,45,1,46
LCA01,44,2,46
NDB70,44,2,46
NFK10,43,3,46
EGB10,42,4,46
JAW97,42,4,46
LEB20,42,4,46
QCE30,42,4,46
SAB02,42,4,46
ZSP00,42,4,46
NDG62,41,5,46
FN2DB,40,6,46
CKD99,37,9,46
AAC40,36,10,46
TGA10,36,10,46
ZZS45,36,10,46
LWC00,35,11,46
ZPB20,35,11,46
NFW00,34,12,46
JAK04,32,14,46
JX1JB,31,15,46
QXA40,31,15,46
JDA00,30,16,46
JGC30,29,17,46
DQE20,27,19,46
KDK40,19,27,46
NK6BT,15,31,46
CA1CD,12,34,46
JK3AN,10,36,46
CAD00,8,38,46
CEC60,44,1,45
NAT00,44,1,45
CCD40,43,2,45
TNH30,43,2,45
ZX002,42,3,45
EAA00,37,8,45
KDH14,37,8,45
KBJ80,36,9,45
DM1BI,34,11,45
KWW96,33,12,45
SPC50,32,13,45
NA1DM,25,20,45
JJ7LT,22,23,45
CBH10,21,24,45
CJF99,20,25,45
JFA85,19,26,45
JN1AG,18,27,45
PD6ZT,16,29,45
XQ831,10,35,45
XCX10,40,4,44
DHW99,38,6,44
CGG99,37,7,44
JN6PN,37,7,44
ZZS10,37,7,44
KA4AT,35,9,44
CAW99,34,10,44
JCE21,34,10,44
NBE10,34,10,44
NHJ80,34,10,44
ABC53,33,11,44
JJB71,31,13,44
EDC45,30,14,44
JGA35,29,15,44
JFB01,27,17,44
EJB99,26,18,44
CGF35,25,19,44
JAK01,24,20,44
CDC00,22,22,44
JCA96,21,23,44
TKC00,19,25,44
XA404,15,29,44
LFD00,10,34,44
JJA23,9,35,44
KCA00,7,37,44
CKD75,6,38,44
NAA22,6,38,44
HA1RA,42,1,43
XG488,42,1,43
CHB99,40,3,43
CBJ41,39,4,43
JAE30,39,4,43
UDC10,39,4,43
ABE50,38,5,43
DCA40,36,7,43
PBC09,36,7,43
CBN50,35,8,43
EJA00,32,11,43
JDH25,30,13,43
JJA31,30,13,43
FCB50,29,14,43
JGB20,28,15,43
KBV32,27,16,43
NHR30,25,18,43
CBD10,23,20,43
KWA00,22,21,43
PC1YT,22,21,43
TDB00,22,21,43
DBB02,21,22,43
PH2ST,18,25,43
NAK40,17,26,43
KA3CT,12,31,43
KGD05,10,33,43
XQ815,10,33,43
ZZU00,10,33,43
PEQ25,9,34,43
WX1CM,9,34,43
CBB40,41,1,42
EBA45,40,2,42
NAT99,40,2,42
NCL50,40,2,42
ZXC99,40,2,42
LCF97,38,4,42
NDG39,38,4,42
EFB10,36,6,42
KA6KT,36,6,42
LEF05,35,7,42
NHT99,35,7,42
XY1PK,32,10,42
PEA23,31,11,42
JHC60,30,12,42
EJC00,29,13,42
FCB40,28,14,42
XX9AD,28,14,42
PH2BC,25,17,42
QCH01,23,19,42
EL3AT,21,21,42
FXL00,20,22,42
JDC97,18,24,42
NAK99,15,27,42
FKE60,14,28,42
KBV22,9,33,42
ZZR50,9,33,42
AA1BA,7,35,42
QX2AN,6,36,42
CHD10,40,1,41
KED72,40,1,41
NFL68,40,1,41
NCF30,39,2,41
XQ832,39,2,41
ZXC91,38,3,41
GDA97,37,4,41
NHQ48,37,4,41
CCC99,36,5,41
KGW96,36,5,41
JDH05,33,8,41
XJA00,32,9,41
QBD10,31,10,41
KED00,30,11,41
XX9TT,30,11,41
GAC37,29,12,41
JFH11,28,13,41
NHR99,28,13,41
SBA20,21,20,41
EWW99,19,22,41
PA2JT,18,23,41
PDT21,11,30,41
QA7S1,39,1,40
EP3AT,37,3,40
CGF45,33,7,40
JLC50,33,7,40
TCB10,33,7,40
JFB96,29,11,40
LAG00,27,13,40
PHC99,26,14,40
KBD00,24,16,40
PBM09,23,17,40
PH5AC,23,17,40
GBB18,22,18,40
NAR99,19,21,40
JFA56,18,22,40
XW4CT,17,23,40
FPF00,16,24,40
KBH06,9,31,40
CFB10,38,1,39
ZZB00,38,1,39
WX323,35,4,39
CKC00,34,5,39
FN2CD,34,5,39
CWD00,32,7,39
JLB42,32,7,39
NK6JD,31,8,39
JWD00,30,9,39
TKA00,27,12,39
JFK97,25,14,39
LFE00,25,14,39
GAC43,24,15,39
DEB00,21,18,39
UJK42,20,19,39
LCF00,19,20,39
JFC30,18,21,39
PH7ZT,17,22,39
PH7YT,15,24,39
CAB10,14,25,39
NEK10,37,1,38
NGL99,36,2,38
KG1AE,31,7,38
FWA00,30,8,38
QCA00,30,8,38
ZZL00,30,8,38
JDH70,29,9,38
NCB10,28,10,38
JLA00,26,12,38
PFH64,25,13,38
JDC96,23,15,38
WVA30,21,17,38
EGC30,18,20,38
CJF40,15,23,38
GDA40,12,26,38
GEW99,11,27,38
CJB20,10,28,38
XQ862,8,30,38
EHC10,36,1,37
PAA99,36,1,37
QDA00,36,1,37
JBB00,35,2,37
KBE22,35,2,37
NGW00,34,3,37
NEK20,33,4,37
NK6AI,33,4,37
GD1RA,31,6,37
PEU81,31,6,37
JGW96,30,7,37
AWW99,28,9,37
DAD10,28,9,37
EDC99,27,10,37
JFK96,24,13,37
NB1BD,20,17,37
GAW96,18,19,37
PH1ST,16,21,37
NA7FA,14,23,37
FKC61,13,24,37
AA4BM,11,26,37
DM1DM,11,26,37
XQ834,11,26,37
LEE10,9,28,37
GEB96,7,30,37
JFA71,7,30,37
KBV52,35,1,36
LCB28,34,2,36
ZXC08,34,2,36
QAC00,33,3,36
PH6GT,32,4,36
LAC11,31,5,36
KFD96,30,6,36
JN3GE,28,8,36
GCA32,26,10,36
NFW99,26,10,36
AAK99,23,13,36
NDL20,23,13,36
CHC00,22,14,36
NH1BD,22,14,36
PG1GT,21,15,36
LAC96,19,17,36
CJG40,14,22,36
LCW96,14,22,36
YKA02,14,22,36
GD1CN,34,1,35
NBG01,34,1,35
QAJ00,34,1,35
ZX001,34,1,35
TEL40,33,2,35
ZXC82,33,2,35
CWW99,32,3,35
KFD26,32,3,35
TXQ05,31,4,35
LBD00,29,6,35
KFC60,28,7,35
JFG26,26,9,35
CJF50,25,10,35
LEF09,25,10,35
KB1DG,24,11,35
ECA99,23,12,35
KDD96,23,12,35
LCG02,21,14,35
PB1BD,21,14,35
ELB99,18,17,35
GEA96,12,23,35
PC5AT,11,24,35
ZXC90,11,24,35
PJD91,8,27,35
JAG30,7,28,35
KDC00,7,28,35
NG1DF,7,28,35
EEC25,33,1,34
NBJ92,33,1,34
LCB96,32,2,34
NBC40,32,2,34
CBJ10,31,3,34
NGG00,31,3,34
QAE50,31,3,34
QXA00,30,4,34
FMW96,29,5,34
NBJ84,29,5,34
NDT10,29,5,34
PDG52,28,6,34
DMC00,27,7,34
JJB20,26,8,34
DLW99,24,10,34
NDS10,24,10,34
PFH60,24,10,34
GAE96,23,11,34
CKD45,22,12,34
KBB00,21,13,34
LEE20,21,13,34
NHW00,21,13,34
JAF96,20,14,34
LAB10,17,17,34
LEF23,17,17,34
PH7AC,17,17,34
FB1AC,11,23,34
PA6CD,6,28,34
LCW97,32,1,33
NA7LT,32,1,33
NCU10,32,1,33
NGE55,32,1,33
PE1KT,31,2,33
SDA13,31,2,33
KBV42,30,3,33
NCS99,30,3,33
EHC99,29,4,33
NCE15,29,4,33
NFJ40,29,4,33
NB6AD,28,5,33
QDD10,28,5,33
CBB15,27,6,33
LCC11,27,6,33
AAA20,25,8,33
DAA00,24,9,33
JFH96,23,10,33
GAB00,20,13,33
JAD93,20,13,33
LCC00,18,15,33
GDC20,14,19,33
JGB40,14,19,33
QAJ35,14,19,33
JN4DG,10,23,33
LDC96,10,23,33
NDM50,31,1,32
NGB60,31,1,32
BWD00,30,2,32
HA3RT,30,2,32
JHA30,30,2,32
NHH80,30,2,32
PFH65,28,4,32
MA2BG,27,5,32
NCJ86,26,6,32
CJD30,25,7,32
PFH67,25,7,32
FPJ23,20,12,32
JLA10,20,12,32
LEC10,18,14,32
QWW99,17,15,32
KBH96,15,17,32
AAM00,12,20,32
DJB10,10,22,32
FGC00,7,25,32
CAC30,30,1,31
NA7FT,30,1,31
NHU99,30,1,31
PBU99,28,3,31
ACW99,27,4,31
JDH15,27,4,31
JFA76,27,4,31
QCE40,27,4,31
ZLX21,27,4,31
JBB96,26,5,31
JCA52,25,6,31
JK3AT,25,6,31
NFS99,25,6,31
KWC00,24,7,31
QCD10,23,8,31
PHW99,22,9,31
ECA40,21,10,31
JFH01,21,10,31
WX703,21,10,31
JGA70,19,12,31
NA6DG,19,12,31
EEW99,16,15,31
KGC00,16,15,31
PG1LT,16,15,31
JLD22,15,16,31
SPC45,15,16,31
ACC58,13,18,31
DE2DM,12,19,31
NK4CG,11,20,31
TFP31,10,21,31
FMA32,7,24,31
XX7GT,7,24,31
EAB10,29,1,30
KGV10,29,1,30
NDU99,29,1,30
CBG20,28,2,30
JGA00,28,2,30
XKD10,28,2,30
KGH80,27,3,30
PDH51,27,3,30
CKD30,26,4,30
JAE11,26,4,30
PG1BT,26,4,30
PEU85,25,5,30
ELW99,24,6,30
JAC11,23,7,30
JJB40,23,7,30
FXA10,21,9,30
JFB51,21,9,30
HAB30,17,13,30
DC1AI,16,14,30
LEE30,16,14,30
NGQ10,16,14,30
PC5DG,11,19,30
NK6NA,9,21,30
PD4AD,9,21,30
NAA30,7,23,30
NHB20,28,1,29
KCH40,27,2,29
CS2P4,26,3,29
EBW99,26,3,29
JAG01,26,3,29
DAB20,25,4,29
JDA45,24,5,29
FFM10,23,6,29
PA6DG,23,6,29
DBW99,22,7,29
ECB60,21,8,29
LCF96,17,12,29
DNB00,16,13,29
JAG41,16,13,29
JFA83,16,13,29
EDC42,15,14,29
FE2AT,15,14,29
CJC15,14,15,29
JAG43,13,16,29
JF1CD,13,16,29
QCG30,13,16,29
LAG97,12,17,29
DMB40,11,18,29
JCA12,11,18,29
JJA24,10,19,29
TCH12,10,19,29
ZYY79,10,19,29
KBH00,7,22,29
FCA75,27,1,28
XQ811,27,1,28
EEC02,26,2,28
JKB11,26,2,28
NBJ91,26,2,28
CBB35,25,3,28
SPC35,25,3,28
ACB99,24,4,28
EBB00,24,4,28
NDS20,24,4,28
CJG15,23,5,28
EEC99,23,5,28
KDD30,23,5,28
